,Conductivity,smiles_list,SMILES_wt_list
0,2e-07,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.10784791 0.89215209 0.        ]
1,7e-07,"['F[B-](F)(F)F', '[Mg]OCC[Mg]', 'Blank']",[0.09626356 0.90373644 0.        ]
2,2e-09,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.15057401 0.84942599 0.        ]
3,0.003843630178378953,"['F[P-](F)(F)(F)(F)F', '[Mg]OCC[Mg]', 'Blank']",[0.38454259 0.61545741 0.        ]
19,0.0058168290644608454,"['F[P-](F)(F)(F)(F)F', '[Mg]OCC[Mg]', 'Blank']",[0.43620994 0.56379006 0.        ]
35,0.00789369452185803,"['F[P-](F)(F)(F)(F)F', '[Mg]OCC[Mg]', 'Blank']",[0.32311142 0.67688858 0.        ]
49,0.006838888914109987,"['F[P-](F)(F)(F)(F)F', '[Mg]OCC[Mg]', 'Blank']",[0.2519519 0.7480481 0.       ]
62,0.0012348731830058128,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', '[Mg]OCC[Mg]']",[0.22534529 0.71459265 0.06006207]
78,0.004460586586328738,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', '[Mg]OCC[Mg]']",[0.20095399 0.68389865 0.11514736]
87,0.0008602968963330949,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', '[Mg]OCC[Mg]']",[0.17912924 0.65530708 0.16556367]
104,2e-07,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.39816436 0.60183564 0.        ]
105,2.54e-07,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.41818772 0.58181228 0.        ]
106,1e-06,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.31081257 0.68918743 0.        ]
107,6.23e-07,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24159227 0.75840773 0.        ]
108,1.63e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.31081257 0.68918743 0.        ]
109,2.02e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.31081257 0.68918743 0.        ]
110,3.65e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.31081257 0.68918743 0.        ]
111,8.64e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.31081257 0.68918743 0.        ]
112,3.37e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'O=C(OCC)C1=CC=CC=C1C(OCC)=O']",[0.20489401 0.46963998 0.32546601]
113,6.141493548958125e-06,"['[Mg]CC(S(=O)([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.30142797 0.69857203 0.        ]
125,7.3214988753406355e-06,"['[Mg]CC(S(=O)([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.24449542 0.75550458 0.        ]
137,5.827362031937658e-06,"['[Mg]CC(S(=O)([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.20565256 0.79434744 0.        ]
148,4.14251414468689e-06,"['[Mg]CC(S(=O)([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.15606471 0.84393529 0.        ]
159,0.0004688015079858862,"['[Mg]CC(S(=O)([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.18854065 0.57683287 0.11209185]
173,5.308844442309878e-06,"['[Mg]CC(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.30713833 0.69286167 0.        ]
186,9.474624348483081e-06,"['[Mg]CC(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.22784928 0.77215072 0.        ]
198,5.131921445582305e-06,"['[Mg]CC(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.18120905 0.81879095 0.        ]
210,4.304829944383606e-06,"['[Mg]CC(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.15041869 0.84958131 0.        ]
222,0.000686197292269418,"['[Mg]CC(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.02720404 0.92329287 0.0236499 ]
236,4.6916866651118284e-07,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.41840002 0.58159998 0.        ]
243,1.4776786549882026e-06,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.35045791 0.64954209 0.        ]
250,6.005635914434329e-07,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.30149886 0.69850114 0.        ]
257,2.0970896653038683e-07,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.26449684 0.73550316 0.        ]
264,1.8283906848018524e-06,"['[Mg]C(CC(C[Mg])C(O[B-](OC1=O)(OC1=O)O2)=O)C2=O', 'Blank', 'Blank']",[1. 0. 0.]
271,1.1328724097190537e-05,"['[Mg]C1CC(O[B-](OC2=O)(OC2=O)O1)C[Mg]', 'Blank', 'Blank']",[1. 0. 0.]
278,6.591936269914421e-10,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.40643656 0.59356344 0.        ]
292,1.1156603532151266e-08,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.47684484 0.52315516 0.        ]
306,2.2785785252503397e-10,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.26737571 0.73262429 0.        ]
321,9.628907174515391e-10,"['O=S(C1=CC=C(C(C[Mg])[Mg])C=C1)([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.19578586 0.80421414 0.        ]
336,4.3952845856911114e-11,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg]C(C[Mg])C(O[Ca])=O']",[0.70822831 0.24281569 0.048956  ]
350,5.7070279565901395e-11,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg]C(C[Mg])C(O[Ca])=O']",[0.44011588 0.46594188 0.09394224]
367,2.0256714166356827e-10,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg]C(C[Mg])C(O[Ca])=O']",[0.28862698 0.59201265 0.11936037]
382,9.469368119981454e-09,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg][Si](C)(O[Mg])C[Ca]']",[0.25836696 0.6141614  0.12747164]
396,4.5897813825437315e-08,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg][Si](C)(O[Mg])C[Ca]']",[0.22871293 0.63871851 0.13256856]
409,1.3131943333225628e-11,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', 'Blank', 'Blank']",[1. 0. 0.]
418,1.4547588235495041e-09,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.97065204 0.01938905 0.00995891]
427,6.515578776747668e-07,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.95243566 0.0314239  0.01614044]
436,8.83612803199506e-05,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.8825381  0.07760248 0.03985942]
445,0.00010383768566356996,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.76954536 0.15225237 0.07820227]
454,0.00012629873479307464,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.55594602 0.2933691  0.15068489]
463,3.3711494025190415e-06,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.74906533 0.25093467 0.        ]
477,0.00028658667910607224,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.5730342  0.19388441 0.11135368]
491,4.844611993524668e-06,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.85643384 0.14356616 0.        ]
505,0.0002952024788579835,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.73053507 0.12236355 0.07027708]
519,1.2804304689272401e-05,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.89955102 0.10044898 0.        ]
533,0.00046345118825981993,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.80262848 0.08962606 0.05147495]
547,4.057224132325646e-06,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', '[Mg]OC(C)C[Mg]']",[0.61645121 0.24012468 0.14342411]
561,7.386998315732802e-06,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.16299348 0.70056234 0.13644418]
589,0.0005133717896180966,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.14002551 0.6018437  0.11721674]
603,0.00013529912875144415,"['[Mg]C(C)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.15320794 0.65850311 0.08550168]
617,1.606293862634846e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.82071297 0.17928703 0.        ]
631,3.7395212029461795e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.90152922 0.09847078 0.        ]
645,8.177508420563478e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.93212491 0.06787509 0.        ]
659,6.170082911845145e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.70431765 0.15386014 0.06775498]
673,0.00010180450579712864,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', 'FB(F)F']",[0.77492263 0.084642   0.06709243]
687,0.000518278269482857,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', 'FB(F)F', '[Mg]OCC[Mg]']",[0.06684104 0.80171208 0.05837874]
701,2.1544330364427823e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', '[Mg]OC(C)C[Mg]']",[0.67264337 0.1708588  0.15649783]
715,1.9843533102903347e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.17111607 0.73547403 0.0934099 ]
729,2.404097074694534e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.17661525 0.75911006 0.06427469]
743,0.0005323411028602607,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OCC[Mg]', '[Mg]OC(C)C[Mg]']",[0.58112113 0.14761188 0.13520418]
757,0.00037275973987889254,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.15755056 0.6771681  0.08600517]
771,9.210559236348942e-05,"['[Mg]C(C([O-])=O)/C=C/C(C([O-])=O)[Mg]', '[Mg]OC(C)C[Mg]', '[Mg]OCC[Mg]']",[0.16673663 0.71665078 0.06068008]
785,2.3398121940989877e-06,"['O=S(C1=CC=C(C=C1)C([Mg])C[Mg])([N-]S(=O)(C(F)(F)F)=O)=O', '[Mg]OCC[Mg]', '[Mg]C(C[Mg])C(O[Ca])=O']",[0.70822831 0.24281569 0.048956  ]
790,1.0414945459580122e-05,"['[Mg][Al-](OC(C(C(C(C(O[Mg])=O)(F)F)(F)F)(F)F)=O)(O[Ca])O[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.32393956 0.67606044 0.        ]
797,1.0262094273108293e-05,"['[Mg][Al-](OC(C(C(C(C(O[Mg])=O)(F)F)(F)F)(F)F)=O)(O[Ca])O[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.22622623 0.77377377 0.        ]
804,4.846107011755986e-05,"['[Mg][B-](OC(C(C(C(C(O[Mg])=O)(F)F)(F)F)(F)F)=O)(O[Ca])O[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.52125671 0.47874329 0.        ]
811,7.777696640156418e-05,"['[Mg][B-](OC(C(C(C(C(O[Mg])=O)(F)F)(F)F)(F)F)=O)(O[Ca])O[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.3120848 0.6879152 0.       ]
818,7.893525203876928e-05,"['[Mg][B-](OC(C(C(C(C(O[Mg])=O)(F)F)(F)F)(F)F)=O)(O[Ca])O[Ca]', '[Mg]OCC[Mg]', 'Blank']",[0.21680063 0.78319937 0.        ]
825,1.3562913750804164e-06,"['[Mg][B-](O[Ca])(O[Ca])OC(CCCC(O[Mg])=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.14747838 0.85252162 0.        ]
832,1.741121185781889e-05,"['[Mg]CC(C([N-]S(=O)(C(F)(F)F)=O)=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.95609716 0.04390284 0.        ]
838,5.785754475958052e-06,"['[Mg]CC(C([N-]S(=O)(C(F)(F)F)=O)=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.93556028 0.06443972 0.        ]
844,6.800424134658704e-06,"['[Mg]CC(C([N-]S(=O)(C(F)(F)F)=O)=O)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.90322497 0.09677503 0.        ]
850,2.060231390651276e-09,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.71428571 0.28571429 0.        ]
861,1.2551799693674187e-09,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.6097561 0.3902439 0.       ]
872,4.624331932531033e-09,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.55555556 0.44444444 0.        ]
882,0.00017882449200590076,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.48076923 0.51923077 0.        ]
894,2.9461577694698353e-08,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.40983607 0.59016393 0.        ]
905,8.208031226618674e-09,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.4 0.6 0. ]
916,3.1075920375259587e-06,"['O=S(C(F)(F)F)([O-])=O', 'CC1=CC(C)=CC(C)=C1B(CCC[Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.11763618 0.45323067 0.42913315]
965,1.1497568349484544e-05,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'CC1=CC(C)=CC(C)=C1B(CCC[Mg])C[Mg]']",[0.08884432 0.49387189 0.4172838 ]
1063,3.898602886470357e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', 'CC1=CC(C)=CC(C)=C1B(CCC[Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.19700188 0.41246408 0.39053405]
1114,3.3963622099213275e-05,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'CC1=CC(C)=CC(C)=C1B(CCC[Mg])C[Mg]']",[0.08884434 0.49387187 0.41728378]
1162,7.94050274099708e-06,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', 'CC1=CC(C)=CC(C)=C1B(CCC[Mg])C[Mg]']",[0.20830866 0.42911887 0.36257247]
1206,1.398141091963456e-06,"['[Mg]O[B-](C1=CC=CC=C1)(C2=C(C=C(C=C2C)C)C)[Mg]', '[Mg]OCC[Mg]', '[Mg]B(C1=C(C=C(C=C1C)C)C)[Mg]']",[0.06555185 0.55605564 0.3281805 ]
1254,6.73862051820745e-05,"['[Mg]C(C[Mg])(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)C', '[Mg]OCC[Mg]', 'Blank']",[0.14634146 0.85365854 0.        ]
1261,0.00015590390740245563,"['[Mg]C(C[Mg])(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)C', '[Mg]OCC[Mg]', 'Blank']",[0.25531915 0.74468085 0.        ]
1268,0.0002012072960123845,"['[Mg]C(C[Mg])(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)C', '[Mg]OCC[Mg]', 'Blank']",[0.31372549 0.68627451 0.        ]
1275,0.00011312823202569792,"['[Mg]C(C[Mg])(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)C', '[Mg]OCC[Mg]', 'Blank']",[0.38596491 0.61403509 0.        ]
1282,3.548133892335748e-05,"['[Mg]C(C[Mg])(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)C', '[Mg]OCC[Mg]', 'Blank']",[0.42622951 0.57377049 0.        ]
1289,5.536878582138136e-07,"['[Mg]CC1=CC=C(B2OB(C3=CC=C(C=C3)CO[Mg])O[B-]4(OB(C5=CC=C(C=C5)C[Mg])OB(C6=CC=C(C=C6)CO[Mg])O4)O2)C=C1', '[Mg]OCC[Mg]', 'Blank']",[0.58087783 0.41912217 0.        ]
1308,0.00010796450551508738,"['[Mg]C1=CC=C(C=C1)B2O[B-]3(OB(O2)C4=CC=C([Mg])C=C4)OB(OB(O3)C5=CC=C([Mg])C=C5)C6=CC=C(C=C6)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.42795157 0.57204843 0.        ]
1352,6.19652205785821e-07,"['[Mg]C(NCC1(CC(CC(C)(C1)C)NC(OCC(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)(CO[Mg])C)=O)C)=O', '[Mg]OCC[Mg]', '[Mg]C(NCC2(CC(CC(C)(C2)C)NC(OCC[Mg])=O)C)=O']",[0.13435325 0.58952791 0.27611884]
1358,9.78953357011087e-07,"['[Mg]C(NCC1(CC(CC(C)(C1)C)NC(OCC(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)(CO[Mg])C)=O)C)=O', '[Mg]C(NCC2(CC(CC(C)(C2)C)NC(OCC[Mg])=O)C)=O', '[Mg]OCC[Mg]']",[0.14938824 0.84785501 0.00275675]
1364,2.150621583298029e-06,"['[Mg]C(NCC1(CC(CC(C)(C1)C)NC(OCC(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)(CO[Mg])C)=O)C)=O', '[Mg]C(NCC2(CC(CC(C)(C2)C)NC(OCC[Mg])=O)C)=O', '[Mg]OCC[Mg]']",[0.1494513  0.84698359 0.00356511]
1370,1.5302345382214774e-06,"['[Mg]C(NCC1(CC(CC(C)(C1)C)NC(OCC(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)(CO[Mg])C)=O)C)=O', '[Mg]C(NCC2(CC(CC(C)(C2)C)NC(OCC[Mg])=O)C)=O', '[Mg]OCC[Mg]']",[0.14928283 0.84602883 0.00468834]
1376,3.633824929277344e-06,"['[Mg]C(NCC1(CC(CC(C)(C1)C)NC(OCC(C(OCCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)=O)(CO[Mg])C)=O)C)=O', '[Mg]C(NCC2(CC(CC(C)(C2)C)NC(OCC[Mg])=O)C)=O', '[Mg]OCC[Mg]']",[0.14928283 0.84602883 0.00468834]
1383,4.9258706117058045e-06,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg][Si](O[Mg])(C[Ca])C', '[Mg]OCC[Mg]']",[0.20826339 0.77596084 0.01577577]
1389,1.0630018001895711e-05,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg]OCC[Mg]', '[Mg][Si](O[Mg])(C[Ca])C']",[0.29010739 0.50165262 0.20823999]
1406,1.0153902759574498e-05,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg]OCC[Mg]', '[Mg][Si](O[Mg])(C[Ca])C']",[0.22653806 0.54657452 0.22688742]
1423,1.0711517459008058e-05,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg]OCC[Mg]', '[Mg][Si](O[Mg])(C[Ca])C']",[0.15662356 0.59598029 0.24739615]
1439,1.2196493818260703e-05,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg]OCC[Mg]', '[Mg][Si](O[Mg])(C[Ca])C']",[0.1363476 0.6103085 0.2533439]
1455,6.4213892994231475e-06,"['[Mg][Si](O[Mg])(CCC[N-]S(C(F)(F)F)(=O)=O)C', '[Mg]OCC[Mg]', '[Mg][Si](O[Mg])(C[Ca])C']",[0.09254368 0.64126297 0.26619335]
1472,0.00017542601580824993,"['[Ca]OCC(CCC1=CN(CCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)N=N1)=O', '[Mg]OCC[Mg]', '[Mg]C(CC[Mg])(C)CC(CC[Ca])=O']",[0.42215937 0.44996762 0.12787301]
1479,0.00012889497897285585,"['[Ca]OCC(CCC1=CN(CCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)N=N1)=O', '[Mg]OCC[Mg]', '[Mg]C(CC[Mg])(C)CC(CC[Ca])=O']",[0.42215937 0.44996762 0.12787301]
1486,7.758254107094345e-05,"['[Ca]OCC(CCC1=CN(CCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)N=N1)=O', '[Mg]OCC[Mg]', '[Mg]C(CC[Mg])(C)CC(CC[Ca])=O']",[0.42215937 0.44996762 0.12787301]
1493,4.669721712691207e-05,"['[Ca]OCC(CCC1=CN(CCCS(=O)([N-]S(=O)(C(F)(F)F)=O)=O)N=N1)=O', '[Mg]OCC[Mg]', '[Mg]C(CC[Mg])(C)CC(CC[Ca])=O']",[0.42215937 0.44996762 0.12787301]
1500,1.6940101181532436e-07,"['[Mg]C(C1=CC=C(C=C1)S(=O)([O-])=O)C[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.82249137 0.17750863 0.        ]
1508,2.714782243806338e-05,"['[Mg]C(C1=CC=C(C=C1)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)C[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.73282023 0.26717977 0.        ]
1516,0.00012484926788619522,"['[Mg]C(C1=CC=C(C=C1)S(=O)([N-]S(=NS(=O)(C(F)(F)F)=O)(C(F)(F)F)=O)=O)C[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.66077953 0.33922047 0.        ]
1524,0.001181106337978874,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.75423479 0.24576521 0.        ]
1532,1.0515961804098515e-05,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.02937998 0.68589823 0.2847218 ]
1557,1.2087959604231307e-05,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.03765081 0.68005356 0.28229563]
1580,1.276092041063901e-07,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.04748588 0.67310351 0.27941061]
1605,1.0116772873968876e-07,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.05256475 0.66951447 0.27792077]
1630,2.2365571498314756e-08,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.0826197  0.64827585 0.26910445]
1656,3.137935409999767e-08,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.14772944 0.60226541 0.25000515]
1662,1.185293765305281e-08,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.18469624 0.57614245 0.23916131]
1687,1.0637657420219934e-09,"['[Mg][Si](C)(O[Mg])CCCC(F)(C(OC(C(S(=O)([O-])=O)(F)F)(F)F)(F)F)F', '[Mg]OCC[Mg]', '[Mg][Si](C[Ca])(C)O[Mg]']",[0.24147462 0.53601945 0.22250593]
1707,2.5751053432437712e-05,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.60020025 0.39979975 0.        ]
