,Conductivity,smiles_list,SMILES_wt_list
5884,0.0006289600538848699,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', '[Mg]OCC[Mg]']",[0.39701    0.49638798 0.10660201]
5892,0.0003154070030456949,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([O-])=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.03528888 0.59925672 0.2675405 ]
5902,0.0004444833839748695,"['FC(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)CCCO[Ca]', '[Mg]OCC[Mg]', '[Ca]CCOCC(CO[Ca])=C']",[0.02878392 0.48879309 0.38030616]
5932,0.0067,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CC1COC(=O)O1', 'Blank']",[0.94521407 0.05478593 0.        ]
5933,0.0063,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CCOC(=O)OCC', 'Blank']",[0.94017713 0.05982287 0.        ]
5934,0.0065,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CCOC(=O)OCC', 'O=C1OCCO1']",[0.40373648 0.54655037 0.04971314]
5935,0.0069,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', 'CCOC(=O)OCC', 'CC1COC(=O)O1']",[0.42350592 0.51930015 0.05719393]
5936,0.0115,"['CCCCn2c[n+](CCCC)c1C(=O)O[B-]3(OC(=O)c12)OC(=O)c4c(C(=O)O3)[n+](CCCC)cn4CCCC', 'CC1COC(=O)O1', 'Blank']",[0.68816124 0.31183876 0.        ]
5937,0.0108,"['CCCCn2c[n+](CCCC)c1C(=O)O[B-]3(OC(=O)c12)OC(=O)c4c(C(=O)O3)[n+](CCCC)cn4CCCC', 'CCOC(=O)OCC', 'Blank']",[0.64117233 0.35882767 0.        ]
5938,0.0112,"['CCCCn2c[n+](CCCC)c1C(=O)O[B-]3(OC(=O)c12)OC(=O)c4c(C(=O)O3)[n+](CCCC)cn4CCCC', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.38993733 0.32201616 0.28804651]
5939,0.0118,"['CCCCn2c[n+](CCCC)c1C(=O)O[B-]3(OC(=O)c12)OC(=O)c4c(C(=O)O3)[n+](CCCC)cn4CCCC', 'CC1COC(=O)O1', 'CCOC(=O)OCC']",[0.36667097 0.3342971  0.29903193]
5940,0.00302,"['CCCCn2c[n+](CCCC)c1C(=O)O[B-]3(OC(=O)c12)OC(=O)c4c(C(=O)O3)[n+](CCCC)cn4CCCC', 'Blank', 'Blank']",[1. 0. 0.]
5967,0.0008864411713780845,"['F[B-](OC1=O)(F)OC1=O', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.45 0.5  0.05]
5973,0.00035045042726529675,"['O=Cl(=O)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.10774216 0.89225784 0.        ]
5980,0.00102119215103769,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', '[Mg]OCC[Mg]', 'Blank']",[0.18029416 0.81970584 0.        ]
5993,0.0010428334093409606,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.16967413 0.77142196 0.05890391]
6006,0.0010428334093409606,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.16023563 0.72850988 0.11125449]
6019,0.0010428334093409606,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.15808775 0.69012039 0.15179186]
6032,0.0012594535339921769,"['O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.27301514 0.59591373 0.13107113]
6045,0.00852,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.5827851  0.29060552 0.12660938]
6046,0.0029100000000000003,"['F[B-](F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.46295631 0.37407068 0.16297301]
6047,0.00321,"['F[B-](C(F)(F)F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.56931685 0.29998665 0.1306965 ]
6048,0.004019999999999999,"['F[B-](C(F)(F)F)(F)C(F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.64051268 0.25039614 0.10909118]
6049,0.00511,"['F[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.69150903 0.2148753  0.09361567]
6050,0.00752,"['FC(F)(F)[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.72983434 0.18818032 0.08198534]
6051,0.00447,"['F[B-](F)(F)S(=O)(C(F)(F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.65647682 0.23927653 0.10424665]
6052,0.00583,"['O=S([B-](F)(S(=O)(C(F)(F)F)=O)F)(C(F)(F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.74747331 0.17589412 0.07663256]
6053,0.00762,"['O=S([B-](S(=O)(C(F)(F)F)=O)(S(=O)(C(F)(F)F)=O)F)(C(F)(F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.80035709 0.13905863 0.06058428]
6054,0.00855,"['O=S([B-](S(=O)(C(F)(F)F)=O)(S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.83492654 0.11497973 0.05009372]
6055,0.00331,"['F[B-](C(F)(C(F)(F)F)F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.64051268 0.25039614 0.10909118]
6056,0.00462,"['F[B-](F)(C(F)(C(F)(F)F)F)C(F)(C(F)(F)F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.72983434 0.18818032 0.08198534]
6057,0.006889999999999999,"['F[B-](C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)C(C(F)(F)F)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.78360253 0.1507288  0.06566868]
6058,0.00855,"['FC(C(F)(F)F)([B-](C(C(F)(F)F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.81952128 0.12571006 0.05476865]
6059,0.00398,"['F[B-](S(=O)(C(F)(F)C(F)(F)F)=O)(F)F', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.70333966 0.20663484 0.09002551]
6060,0.00523,"['F[B-](F)(S(=O)(C(F)(F)C(F)(F)F)=O)S(=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.79506815 0.14274257 0.06218928]
6061,0.00718,"['F[B-](S(=O)(C(C(F)(F)F)(F)F)=O)(S(=O)(C(F)(F)C(F)(F)F)=O)S(=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.84346832 0.10903007 0.04750161]
6062,0.00821,"['O=S(C(F)(F)C(F)(F)F)([B-](S(=O)(C(F)(C(F)(F)F)F)=O)(S(=O)(C(C(F)(F)F)(F)F)=O)S(=O)(C(F)(F)C(F)(F)F)=O)=O', 'O=C1OCCO1', 'CCOC(OC)=O']",[0.87337438 0.0881994  0.03842622]
6063,0.0044,"['F[P-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'COC']",[0.64188849 0.18855274 0.16955877]
6064,0.0004,"['FC(F)(C([O-])=O)F', 'CC1COC(=O)O1', 'COC']",[0.58599779 0.21798029 0.19602192]
6065,0.0023,"['FC(F)(S(=O)([O-])=O)F', 'CC1COC(=O)O1', 'COC']",[0.6479974  0.18533628 0.16666632]
6066,0.0023,"['O=S(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)([O-])=O', 'CC1COC(=O)O1', 'COC']",[0.78313235 0.11418508 0.10268258]
6067,0.00015,"['O=S([O-])(C1=CC=CC=C1)=O', 'CC1COC(=O)O1', 'COC']",[0.50688807 0.45582642 0.03728552]
6068,0.0011,"['O=S([O-])(C1=C(F)C(F)=C(F)C(F)=C1F)=O', 'CC1COC(=O)O1', 'COC']",[0.74986688 0.1317     0.11843313]
6069,0.0019,"['O=S(C(F)(C(F)(C(F)(C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)F)F)F)([O-])=O', 'CC1COC(=O)O1', 'COC']",[0.85655677 0.07552567 0.06791755]
6070,0.0008,"['O=C(C(F)(F)F)[N-]C(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.71725048 0.14887317 0.13387635]
6071,0.004,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.7720841  0.12000219 0.1079137 ]
6072,0.0038,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.82039357 0.09456631 0.08504012]
6073,0.0035,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.8376044  0.08550447 0.07689113]
6074,0.003,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C1=C(F)C(F)=C(F)C(F)=C1F)=O', 'CC1COC(=O)O1', 'COC']",[0.81964325 0.09496137 0.08539538]
6075,0.0032,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.88260285 0.0618119  0.05558525]
6076,0.003,"['O=S([N-]S(=O)(C([H])(C(F)(F)F)[H])=O)(C([H])(C(F)(F)F)[H])=O', 'CC1COC(=O)O1', 'COC']",[0.78807342 0.1115835  0.10034308]
6077,0.003,"['O=S([N-]S(=O)(C([H])(C([H])(C(F)(F)F)[H])[H])=O)(C([H])(C([H])([H])C(F)(F)F)[H])=O', 'CC1COC(=O)O1', 'COC']",[0.80196636 0.1042686  0.09376504]
6078,0.0029,"['O=S([N-]S(=O)(C([H])(C(F)(C([H])(F)F)F)[H])=O)(C([H])(C(F)(F)C(F)([H])F)[H])=O', 'CC1COC(=O)O1', 'COC']",[0.81732505 0.09618195 0.08649301]
6079,0.0031,"['O=S([N-]S(=O)(C(C(F)(F)F)(C(F)(F)F)[H])=O)(C(C(F)(F)F)(C(F)(F)F)[H])=O', 'CC1COC(=O)O1', 'COC']",[0.84185519 0.08326635 0.07487847]
6080,0.0036,"['O=S([C-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.83148618 0.08872583 0.07978799]
6081,0.0029,"['O=S([C-](S(=O)(C(C(F)(F)F)(F)F)=O)S(=O)(C(C(F)(F)F)(F)F)=O)(C(F)(C(F)(F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.87020489 0.06833967 0.06145544]
6082,0.0027,"['FC(F)(F)C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1', 'CC1COC(=O)O1', 'COC']",[0.91125026 0.04672848 0.04202126]
6083,0.0006,"['O=[P-](C(F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.78418497 0.11363085 0.10218418]
6084,0.009710000000000002,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.56228227 0.2198793  0.21783843]
6085,0.0025099999999999996,"['FC(F)(S(=O)([O-])=O)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.56883699 0.21658666 0.21457635]
6086,0.00618,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.7082658  0.14654721 0.14518699]
6087,0.00545,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.76600264 0.11754419 0.11645317]
6088,0.00363,"['O=S([N-]S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)(C(F)(C(F)(F)C(F)(F)F)F)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.80466183 0.09812447 0.0972137 ]
6089,0.00155,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.78707276 0.10696001 0.10596723]
6090,0.00311,"['O=S([N-]S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.78707276 0.10696001 0.10596723]
6091,0.006860000000000001,"['FC1(F)C(F)(F)S([N-]S(C1(F)F)(=O)=O)(=O)=O', 'O=C1OCCO1', 'COC(OC)=O']",[0.71666167 0.1423297  0.14100863]
6092,0.00609,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.57411743 0.21951836 0.20636421]
6093,0.00163,"['FC(F)(S(=O)([O-])=O)F', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.58062711 0.21616299 0.2032099 ]
6094,0.00424,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.71813249 0.14528675 0.13658076]
6095,0.00395,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.77453822 0.11621279 0.10924899]
6096,0.00234,"['O=S([N-]S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)(C(F)(C(F)(F)C(F)(F)F)F)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.81213309 0.09683476 0.09103215]
6097,0.0011,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.7950454 0.1056425 0.0993121]
6098,0.00228,"['O=S([N-]S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.7950454 0.1056425 0.0993121]
6099,0.00495,"['FC1(F)C(F)(F)S([N-]S(C1(F)F)(=O)=O)(=O)=O', 'O=C1OCCO1', 'CCOC(=O)OCC']",[0.72635411 0.14104897 0.13259692]
6100,0.00923,"['F[P-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'COC']",[0.46673854 0.32093404 0.21232741]
6101,0.00805,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.47179597 0.36304747 0.16515656]
6102,0.007549999999999999,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.54635734 0.31179963 0.14184303]
6103,0.00421,"['C1(C=CC=C2)=C2O[B-]3(OC4=C(C=CC=C4)O3)O1', 'CC1COC(=O)O1', 'COC']",[0.42125131 0.39778804 0.18096064]
6104,0.00425,"['C12=C(O[B-]3(O2)OC4=C(O3)C=C5C(C=CC=C5)=C4)C=C(C=CC=C6)C6=C1', 'CC1COC(=O)O1', 'COC']",[0.5096515  0.33702845 0.15332005]
6105,0.0024500000000000004,"['O=C1O[B-]2(OC(C3=C(O2)C=CC=C3)=O)OC4=C1C=CC=C4', 'CC1COC(=O)O1', 'COC']",[0.47428158 0.36133905 0.16437937]
6106,0.00109,"['C12=CC=CC=C1C(C=CC=C3)=C3O[B-]4(O2)OC5=CC=CC=C5C(C=CC=C6)=C6O4', 'CC1COC(=O)O1', 'COC']",[0.5457412  0.31222312 0.14203568]
6107,0.00657,"['F[P-](F)(F)(F)(F)F', 'CC1CCCO1', 'CC1COC(=O)O1']",[0.32004473 0.36945816 0.31049711]
6108,0.00597,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.4597747  0.28947035 0.25075495]
6109,0.0054800000000000005,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.53435821 0.24950607 0.21613572]
6110,0.00307,"['C1(C=CC=C2)=C2O[B-]3(OC4=C(C=CC=C4)O3)O1', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.40951942 0.31639877 0.27408181]
6111,0.00297,"['C12=C(O[B-]3(O2)OC4=C(O3)C=C5C(C=CC=C5)=C4)C=C(C=CC=C6)C6=C1', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.4975743  0.26921609 0.23320961]
6112,0.00128,"['O=C1O[B-]2(OC(C3=C(O2)C=CC=C3)=O)OC4=C1C=CC=C4', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.4622524  0.28814272 0.24960488]
6113,0.00092,"['C12=CC=CC=C1C(C=CC=C3)=C3O[B-]4(O2)OC5=CC=CC=C5C(C=CC=C6)=C6O4', 'CC1COC(=O)O1', 'CC1CCCO1']",[0.53373968 0.2498375  0.21642282]
6116,0.0066,"['FC(F)(F)C(F)(F)C([N-]1)=NC(C#N)=C1C#N', 'O=C1OCCO1', 'COC(OC)=O']",[0.67178601 0.16487215 0.16334184]
6117,0.0067,"['FC(F)(F)C([N-]1)=NC(C#N)=C1C#N', 'O=C1OCCO1', 'COC(OC)=O']",[0.61888869 0.19144412 0.18966718]
6118,0.0027,"['N#CC(N=N[N-]1)=C1C#N', 'O=C1OCCO1', 'COC(OC)=O']",[0.51391173 0.24417733 0.24191094]
6119,0.015,"['F[P-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'COC']",[0.61836743 0.24526357 0.13636899]
6120,0.012,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.75383495 0.15820275 0.08796231]
6121,0.0095,"['O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.80503577 0.12529754 0.06966668]
6122,0.0072,"['O=S([N-]C#N)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.65758244 0.22006129 0.12235627]
6123,0.0056,"['O=S([N-]C#N)(C(C(F)(C(C(F)(F)F)(F)F)F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.77879324 0.14216282 0.07904394]
6124,0.0125,"['O=S([C-](C#N)C#N)(C(F)(F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.68520289 0.20231047 0.11248664]
6125,0.0083,"['O=S([C-](C#N)C#N)(C(F)(F)C(F)(C(F)(C(F)(F)F)F)F)=O', 'CC1COC(=O)O1', 'COC']",[0.79065903 0.13453704 0.07480393]
6126,0.00755852842809364,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'Blank']",[0.53504682 0.46495318 0.        ]
6131,0.00361204013377926,"['F[P-](F)(F)(F)(F)F', 'O=C1OCC(F)O1', 'Blank']",[0.54857371 0.45142629 0.        ]
6140,0.0139130434782608,"['F[P-](F)(F)(F)(F)F', 'CC1COC(=O)O1', 'Blank']",[0.55764312 0.44235688 0.        ]
6149,0.0105016722408026,"['F[P-](F)(F)(F)(F)F', 'O=C1OC(C)C(C)O1', 'Blank']",[0.54858691 0.45141309 0.        ]
6158,0.00668896321070234,"['F[P-](F)(F)(F)(F)F', 'O=C1OCC(CF)O1', 'Blank']",[0.54858045 0.45141955 0.        ]
6167,0.0041471571906354495,"['F[P-](F)(F)(F)(F)F', 'O=C1OC(C)C(CF)O1', 'Blank']",[0.54858577 0.45141423 0.        ]
6176,0.00774647887323943,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.73886235 0.26113765 0.        ]
6177,0.008221830985915491,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.71244384 0.28755616 0.        ]
6178,0.00801056338028169,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.67906076 0.32093924 0.        ]
6179,0.0074647887323943595,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.63756072 0.36243928 0.        ]
6180,0.00609154929577464,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.58544436 0.41455564 0.        ]
6181,0.00239436619718309,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.58698083 0.41301917 0.        ]
6182,0.0006338028169014091,"['F[P-](F)(F)(F)(F)F', 'COC(OC)=O', 'Blank']",[0.74520854 0.25479146 0.        ]
6183,0.00501760563380281,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.7332576 0.2667424 0.       ]
6184,0.005264084507042251,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.70670708 0.29329292 0.        ]
6185,0.00538732394366197,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.67480035 0.32519965 0.        ]
6186,0.0049823943661971805,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.63118933 0.36881067 0.        ]
6187,0.0042781690140845,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.57755916 0.42244084 0.        ]
6188,0.00200704225352112,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.59396613 0.40603387 0.        ]
6189,0.0007922535211267599,"['F[P-](F)(F)(F)(F)F', 'COC(OCF)=O', 'Blank']",[0.74932943 0.25067057 0.        ]
6190,0.0031161971830985903,"['F[P-](F)(F)(F)(F)F', 'O=C(OCF)OCF', 'Blank']",[0.67300836 0.32699164 0.        ]
6191,0.00283450704225352,"['F[P-](F)(F)(F)(F)F', 'O=C(OCF)OCF', 'Blank']",[0.6311508 0.3688492 0.       ]
6192,0.00241197183098591,"['F[P-](F)(F)(F)(F)F', 'O=C(OCF)OCF', 'Blank']",[0.57613969 0.42386031 0.        ]
6193,0.0013556338028169,"['F[P-](F)(F)(F)(F)F', 'O=C(OCF)OCF', 'Blank']",[0.59708129 0.40291871 0.        ]
6194,0.0006338028169014091,"['F[P-](F)(F)(F)(F)F', 'O=C(OCF)OCF', 'Blank']",[0.74503046 0.25496954 0.        ]
6195,0.00662214983713355,"['F[P-](F)(F)(F)(F)F', 'CCOC(OC)=O', 'Blank']",[0.60064892 0.39935108 0.        ]
6204,0.0041465798045602605,"['F[P-](F)(F)(F)(F)F', 'COC(OCCF)=O', 'Blank']",[0.58000715 0.41999285 0.        ]
6213,0.00962377850162866,"['F[P-](F)(F)(F)(F)F', 'COC(OCC(F)F)=O', 'Blank']",[0.58000587 0.41999413 0.        ]
6222,0.004765472312703581,"['F[P-](F)(F)(F)(F)F', 'COC(OCC(F)(F)F)=O', 'Blank']",[0.58000488 0.41999512 0.        ]
6231,0.00179700499168053,"['F[P-](F)(F)(F)(F)F', 'CCOC(=O)OCC', 'Blank']",[0.60906242 0.39093758 0.        ]
6240,0.00440931780366056,"['F[P-](F)(F)(F)(F)F', 'O=C(OCCF)OCC', 'Blank']",[0.60301828 0.39698172 0.        ]
6249,0.00336106489184692,"['F[P-](F)(F)(F)(F)F', 'O=C(OCC(F)F)OCC', 'Blank']",[0.60301869 0.39698131 0.        ]
6258,0.00178036605657238,"['F[P-](F)(F)(F)(F)F', 'O=C(OCC(F)(F)F)OCC', 'Blank']",[0.60301902 0.39698098 0.        ]
6267,0.0063588850174216,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COCCOCC']",[0.59004388 0.22024033 0.18971579]
6278,0.0186411149825783,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COCCOCF']",[0.57524789 0.23479477 0.18995734]
6289,0.012238675958188101,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COCCOC(F)F']",[0.57734727 0.2470535  0.17559923]
6300,0.010627177700348399,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COCCOC(F)(F)F']",[0.58017021 0.26353858 0.15629121]
6311,0.00521885521885521,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOCCOCC']",[0.60456012 0.22732471 0.16811517]
6322,0.0159511784511784,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOCCOCF']",[0.59391978 0.23576275 0.17031746]
6333,0.0007996632996633,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOCCOC(F)F']",[0.59686028 0.24753908 0.15560064]
6344,0.00269360269360269,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'CCOCCOC(F)(F)F']",[0.59983006 0.25943257 0.14073737]
6348,0.0051864406779661,"['F[P-](F)(F)(F)(F)F', 'COCCOCC', 'Blank']",[0.62795229 0.37204771 0.        ]
6359,0.016,"['F[P-](F)(F)(F)(F)F', 'COCCOCF', 'Blank']",[0.60301737 0.39698263 0.        ]
6370,0.0067457627118644005,"['F[P-](F)(F)(F)(F)F', 'COCCOC(F)F', 'Blank']",[0.603018 0.396982 0.      ]
6381,0.00338983050847457,"['F[P-](F)(F)(F)(F)F', 'COCCOC(F)(F)F', 'Blank']",[0.60301848 0.39698152 0.        ]
6392,0.00338056013179571,"['F[P-](F)(F)(F)(F)F', 'CCOCCOCF', 'Blank']",[0.62795196 0.37204804 0.        ]
6401,0.0012652388797364,"['F[P-](F)(F)(F)(F)F', 'CCOCCOC(F)F', 'Blank']",[0.62795171 0.37204829 0.        ]
6412,0.00322240527182866,"['F[P-](F)(F)(F)(F)F', 'CCOCCOC(F)(F)F', 'Blank']",[0.62795152 0.37204848 0.        ]
6423,0.0117607973421926,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.56016486 0.24072547 0.19512909]
6424,0.011282392026578,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.56881    0.19573291 0.15865868]
6425,0.010485049833887001,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.57722351 0.1519459  0.12316547]
6426,0.00986710963455149,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.58228992 0.12557843 0.10179233]
6427,0.009328903654485049,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.58692633 0.10144881 0.08223316]
6428,0.00765448504983388,"['F[P-](F)(F)(F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.59642425 0.05201815 0.04216527]
6429,0.00500332225913621,"['F[P-](F)(F)(F)(F)F', 'O=P(OC)(OC)OC', 'Blank']",[0.60641933 0.39358067 0.        ]
6430,0.00574086378737541,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.44008116 0.30644828 0.24840319]
6431,0.00651827242524916,"['F[B-](F)(F)F', 'O=C1OCCO1', 'COC(OC)=O']",[0.44876393 0.25022621 0.20283028]
